题号,题干,A,B,C,D,E,答案,难度,题型,类别,备注
908,中共江西省委组织部中共江西省委教育工委印发《关于进一步加强全省中小学校党的建设工作的意见》的通知指出校党组织要按照统筹整合、方便实用、功能配套的原则，加强党员活动室标准化建设，实现中小学校党建工作“一块党组织牌子、一面党旗、一个（		）、一个党建宣传栏”的硬件保障。,党员活动室,书报架,宣传平台,党务管理平台,,A,无,单选题,政治理论,
909,中共江西省委组织部中共江西省委教育工委印发《关于进一步加强全省中小学校党的建设工作的意见》的通知指出要加大对优秀青年教师的政治引领和政治吸纳力度，抓好入党积极分子培养，落实“（）”制度，提高党员发展质量。,三推两培一票决,三推两培,三推两考一备案,三推两考,,A,无,单选题,政治理论,
910,中共江西省委教育工委印发的《全省中小学校党建指导工作办法》（赣教党字〔2024〕17号）明确，中小学校党建工作指导组成员的聘任周期一般为（	）年，由各,2,3,4,5,,B,无,单选题,政治理论,
911,中共江西省委教育工委印发的《全省中小学校党建指导工作办法》（赣教党字〔2024〕17号）要求，中小学校党建工作指导组成员每年驻地驻校党建指导时长不少于,15,20,25,30,,A,无,单选题,政治理论,
912,习近平在2024年全国教育大会上强调，我们要建成的教育强国，是（	）。,社会主义现代化教育强国,中国特色社会主义教育强国,社会主义教育强国,中国式现代化教育强国,,B,无,单选题,政治理论,
913,《关于加强中小学校党的建设工作的意见》指出，要坚持立德树人、德育为先，做好（		），开展社会主义核心价值观教育，加强学校文化和精神文明建设，推动形成良好校风教风学风。,意识形态工作,思想政治工作和意识形态工作,思想政治教育工作,德育工作,,B,无,单选题,政治理论,
914,《中共中央国务院关于全面深化新时代教师队伍建设改革的意见》指出，要把提高教师（	）和（	）摆在首要位置，把社会主义核心价值观贯穿教书育人全过程，推动教师成为先进思想文化的传播者、党执政的坚定支持者、学生健康成长的指导者。,理想道德信念；职业道德水平,思想政治素质；职业道德水平,思想政治素质；终身学习理念,职业道德水平；终身学习理念,,B,无,单选题,政治理论,
915,充分发挥中小学校党组织政治核心作用，要健全（	），明确党组织参与决策具体内容和程序，规范党组织会议、党政联席会议制度，按照民主集中制原则集体讨论决定重要事项。,,,,,,C,无,单选题,政治理论,
916,当前我国基础教育要重点解决的问题是（	）。,公平和质量,心理和健康,品德和健康,文化和信仰,,A,无,单选题,政治理论,
917,坚持以人民为中心发展教育，加快建设高质量教育体系，发展素质教育，（	）。,促进教育公平,提高教育质量,推进教育改进,提高育人水平,,A,无,单选题,政治理论,
918,教育兴则国家兴，教育强则国家强。（	）发展水平是一个国家发展水平和发展潜力的重要标志。,学前教育,义务教育,职业教育,高等教育,,D,无,单选题,政治理论,
919,培养什么人、怎样培养人、为谁培养人是教育的（	）。,重要问题,主要问题,历史问题,根本问题,,D,无,单选题,政治理论,
920,推进（	），建设全面终身学习的学习型社会、学习型大国。,教育数字化,教育规模化,教育科技化,教育创新化,,A,无,单选题,政治理论,
921,要全面贯彻党的教育方针，落实立德树人根本任务，发展素质教育，（	），培养德智体美全面发展的社会主义建设者和接班人。,推进教育公平,提高教育质量,推进教育改进,提高育人水平,,A,无,单选题,政治理论,
922,中共江西省委组织部中共江西省委教育工委印发《关于进一步加强全省中小学校党的建设工作的意见》中指出每年对中小学校党组织书记至少集中培训（）次，加强对其他党务工作者培训。,4,3,2,1,,D,无,单选题,政治理论,
923,中共中央办公厅印发《关于建立中小学校党组织领导的校长负责制的意见（试行）》（中办发〔2022〕7号）指出，加强学校各级党组织建设和党员队伍建设工作，严格执行“（	）”等党的组织生活制度，发挥基层党组织战斗堡垒作用和党员先锋模范作用。,三会一课,民主生活会,组织生活会,谈话谈心,,A,无,单选题,政治理论,
924,中共中央办公厅印发《关于建立中小学校党组织领导的校长负责制的意见（试行）》（中办发〔2022〕7号）指出，开展社会主义核心价值观教育，抓好学生（）工作，做好教职工思想政治工作和学校意识形态工作，加强师德师风建设和学校精神文明建设，推动形成良好校风教风学风。,美育,劳育,智育,德育,,D,无,单选题,政治理论,
925,中小学校党组织是党在学校中全部工作和战斗力的（），发挥政治核心作用。,基础,核心,桥梁,关键,,A,无,单选题,政治理论,
926,2025年全国教育工作会议强调，保持定力、积极作为，把习近平总书记关于教育的重要论述有效转化为工作思路和方法举措，统筹好（	），坚定不移走中国特色社会主义教育发展道路。,理论与创新,守正与创新,开拓与创新,全局和局部,,B,无,单选题,政治理论,
927,2025年全国教育工作会议指出，要加强教育系统党的建设，深化党的创新理论“三进”，落细落实（	）根本任务。,人才培养,创新发展,立德树人,教育强国,,C,无,单选题,政治理论,
928,2025年全国教育工作会议指出，要持续推进国家教育（）战略，助力教育教学深层次变革。,数字化,标准化,现代化,智慧化,,A,无,单选题,政治理论,
929,持续开展中小学校党组织书记、校长分层分级培训。教育部每年组织示范培训，线上线下结合，每（	）年进行一轮全员培训。,二,三,四,五,,D,无,单选题,政治理论,
930,各级党委教育工作部门或教育行政部门会同同级党委组织部门（	）至少开展一次中小学校党组织书记、校长培训，定期开展集中轮训，有针对性地加强新任学校党组织书记、校长培训。,每季度,每学期,每年,每两年,,C,无,单选题,政治理论,
931,学校党组织（	）至少专题研究一次思政课教育教学工作，党组织书记、校长要带头听思政课、讲思政课，带头联系思政课教师。,每月,每季度,每学期,每年,,C,无,单选题,政治理论,
932,民办学校党的基层委员会一般每届任期（）年，党的总支部委员会、支部委员会一般每届任期3年，要按期召开党员大会或党员代表大会并进行换届。,3,4,5,6,,C,无,单选题,政治理论,
933,民办本科层次院校和在校生规模超过（	）人的专科层次院校党组织关系一般隶属于省（自治区、直辖市）党委教育工作部门，其他民办高校党组织关系一般隶属于省,5千,8千,1万,2万,,C,无,单选题,政治理论,
934,民办高校要健全学校党的工作机构设置，增强工作力量配备，在校生规模不足1万人的民办高校校级党的工作机构专职工作人员不得少于（	）。,2,4,6,8,,B,无,单选题,政治理论,
935,高等学校党的委员会要坚持党管干部的原则，对学校党政干部实行统一管理。坚持民主、公开、竞争、择优，按照干部队伍（	）的方针，坚持德才兼备、以德为先的用人标准，坚持注重实绩、群众公认的原则选拔任用干部，提高选人用人公信度。,革命化,年轻化,知识化,专业化,,ABCD,无,多选题,政治理论,
936,中共江西省委教育工委印发的《全省中小学校党建指导工作办法》（赣教党字〔2024〕17号）要求，各级教育工作部门与中小学校应加强纵向沟通协调，健全完善（）的党建指导工作体系。,上下联动,规范有序,全面覆盖,结构合理,,ABC,无,多选题,政治理论,
937,中共江西省委教育工委印发的《全省中小学校党建指导工作办法》（赣教党字〔2024〕17号）明确，指导组工作职责包含严格落实和“两个议事规则”。（	）,党员大会,党组织会议,教职工大会,校长办公会议（校务会议）,,BD,无,多选题,政治理论,
938,中共江西省委教育工委印发的《全省中小学校党建指导工作办法》（赣教党字〔2024〕17号）要求，指导各地各中小学校深化基层党建标准化、规范化、信息化建设，从（	）入手，积极创建领导班子好、党员队伍好、发展思路好、制度机制好、工作业绩好、群众反响好的基层党组织，推动中小学校基层党组织全面进步、全面过硬。,基本组织,基本队伍,基本制度,基本活动,基本保障,ABCDE,无,多选题,政治理论,
939,习近平在2024年全国教育大会上强调，不断加强和改进新时代学校思想政治教育，教育引导青少年学生坚定（	），立报国强国大志向、做挺膺担当奋斗者。,马克思主义信仰,共产主义信念,中国特色社会主义信念,中华民族伟大复兴信心,,ACD,无,多选题,政治理论,
